Dimension 1,Dimension 2,prediction
90.52662,-41.236156,630
-137.09514,-48.48458,1630
97.6544,13.321593,1631
83.68271,-105.002106,-1
-70.10543,83.553185,1632
63.65088,45.572193,-1
57.512524,75.95725,1633
57.526524,75.95335,1633
41.790997,-46.594162,35
68.51441,-75.75065,1634
-65.79155,-130.01845,1219
-65.19493,-130.13776,1219
6.653915,57.36767,636
7.4085655,58.254066,-1
102.21331,-39.646275,637
-20.97667,-28.44887,-1
20.415485,133.15503,-1
118.16933,-10.790771,-1
-17.915401,20.111042,1635
52.71251,-92.36171,-1
-8.621283,-95.12516,-1
-103.63634,-58.438374,-1
84.13102,-46.517433,1636
-72.44003,-11.485479,-1
125.726135,73.72031,-1
-37.370518,77.27037,1637
-135.01933,-9.69932,1224
148.98016,93.86596,1638
148.96223,93.87638,1638
-50.96075,-2.6841757,1639
17.75988,135.52898,64
-147.74911,104.765884,1640
-57.081886,-93.56704,648
-56.987335,-93.58764,648
60.863678,82.378006,-1
52.527405,59.622066,-1
-68.97002,-63.11453,1641
-72.72152,-87.741486,-1
-162.30989,19.472042,-1
-171.0988,63.32609,-1
21.502623,-50.427795,783
107.702835,24.13773,1642
50.856754,65.14621,-1
64.574776,70.16692,-1
162.30688,36.348553,-1
163.9576,36.56634,-1
163.41705,38.44209,-1
47.532383,-8.786104,-1
91.13127,124.68195,-1
103.21008,91.21111,3446
96.36351,110.36354,1643
71.44401,94.408875,1644
40.701206,73.87482,-1
114.14464,-105.00166,1025
0.72024894,123.8301,1645
117.57899,-13.185202,-1
2.5022888,21.155445,381
94.095436,137.90417,382
93.36337,138.09206,382
113.85632,-10.666658,92
-147.85577,43.854652,658
-10.347359,89.53706,-1
-55.19147,22.03728,387
-75.404785,-129.328,3856
-75.79578,-49.244553,1233
155.2215,83.35613,-1
180.18819,14.8154,1509
-143.71098,14.038372,1646
-143.95006,14.417882,1646
21.250723,141.50128,1647
137.32579,-65.45433,1034
76.04331,-123.49516,-1
-82.31979,107.06931,-1
-24.188118,-148.2742,84
30.482214,12.435566,1648
-83.27117,40.88996,666
-37.442753,-72.08083,1649
-37.457886,-72.14575,1649
44.962135,29.424742,-1
-137.78877,-61.746113,871
-140.54387,20.33372,1650
-55.866817,55.128155,-1
-26.174196,-28.97409,-1
86.705956,36.977657,-1
-139.29153,16.353924,-1
55.80721,69.80868,1528
97.151855,46.951244,-1
-17.782162,-31.393349,-1
139.86009,21.30456,-1
96.854836,-48.038033,-1
-46.531258,-1.9177402,-1
36.78958,21.679579,-1
83.49085,85.18097,1651
-39.89424,-113.69404,1652
-29.579933,-6.1659927,-1
-109.28066,-30.767141,-1
-107.35648,-90.83797,1653
-132.95268,-89.32227,1324
151.23166,79.644264,2793
-27.196299,37.5306,1654
43.789337,67.057434,1655
72.02684,52.430767,-1
-137.15556,56.620308,1656
18.55768,18.828236,-1
72.86782,77.203995,1657
105.22774,80.09108,1658
-79.56747,-128.59357,346
45.06066,116.91592,1078
6.1838484,145.96387,683
11.817133,-61.552345,1570
-7.3283663,-93.997055,1235
171.96385,-9.465405,440
64.31347,90.764946,-1
-5.2411633,-172.7651,-1
-51.44366,6.114777,685
42.831005,12.070163,-1
18.980284,-12.260024,-1
-35.017803,-99.17403,1659
38.323917,125.88984,1660
-27.178568,-8.07196,1073
-159.77345,33.568035,65
162.53056,41.498627,1661
54.750965,44.24685,-1
-69.80019,-90.55381,-1
149.02977,77.91761,-1
26.971613,69.29742,1662
-163.87239,71.19279,-1
-67.95854,16.830128,1663
166.74638,2.8889647,690
29.805365,-27.089493,692
28.496313,-26.588675,692
44.39525,7.3056827,1664
-22.670532,106.77214,-1
131.73454,-75.28452,693
42.17595,-139.37201,-1
103.64118,-128.75089,485
104.37891,-130.84648,-1
-28.551783,-83.26588,1665
93.714714,-9.332126,1666
93.72437,-9.557022,1666
-102.10738,-17.785503,-1
157.68378,82.945206,-1
-140.13084,30.885473,1667
114.549614,-61.1984,-1
40.928318,115.478645,498
-11.400063,3.1477468,-1
-162.33946,-13.752545,1197
-85.33912,-111.0504,1668
106.079544,90.88137,-1
-127.75926,49.58718,-1
68.11315,103.25569,1669
69.74141,100.36351,1670
50.704975,-9.66249,-1
-10.46477,-102.27046,-1
111.077545,126.168274,1671
44.657402,-1.9552882,-1
-81.2921,-59.424652,1672
-85.29511,87.399704,1673
-86.818184,-40.219044,-1
13.409002,-30.96464,203
11.315851,101.04408,713
72.00969,34.117203,1674
75.002304,25.354824,200
-10.002955,-67.758804,3940
30.301836,-81.67155,-1
-28.456223,46.028538,1675
-46.634167,19.13967,-1
-68.11256,46.14427,494
36.869106,-60.61644,1262
26.70323,-167.07472,543
24.19159,-103.04928,1676
143.7071,57.892395,545
-28.560549,-5.8220234,1073
-12.071253,128.91899,-1
-129.11899,64.19545,1264
103.130165,123.38603,1677
-0.17218618,119.06837,1141
105.79755,136.19234,1678
-65.75539,-79.5804,-1
116.44269,-9.828483,1679
-85.43687,-74.31714,1680
-61.660374,-75.32914,-1
155.18501,-12.204977,1681
-5.727484,94.98594,1682
-62.66905,-49.188828,-1
-71.151405,163.85728,1266
59.34361,-134.76309,1683
77.42007,115.73255,-1
127.25469,-81.68435,719
53.33026,79.98507,1273
54.653976,78.28932,1684
55.181004,78.3608,1684
-57.71625,-84.11891,-1
-58.213394,-83.39846,-1
-4.87799,-77.20154,1252
83.475914,14.577567,-1
149.93857,-22.430826,-1
-16.875473,-15.561032,-1
-100.10079,-51.07533,1685
142.67957,-48.90783,-1
107.287415,-51.126762,-1
23.649832,-16.691511,765
-9.269417,-102.02435,-1
-57.043915,-98.9247,1686
26.346312,138.62744,5
146.22385,-78.06056,-1
-35.80512,73.61956,1687
-34.319294,-60.22127,1688
-34.40479,-59.92603,1688
-107.033966,-2.9540966,731
3.9126456,65.43434,-1
-11.16963,95.69713,1689
17.924107,-2.1079347,1690
29.129532,-22.097065,-1
137.70511,-26.828543,8
-11.654705,91.28964,-1
-80.06146,111.55669,-1
-35.953613,151.29277,1691
1.0986085,-154.30414,-1
-82.22965,60.95992,-1
0.52238315,62.244427,-1
-2.6290698,156.21904,-1
-107.57902,77.27428,733
-48.859367,-40.320976,-1
153.57028,-55.927685,-1
97.52367,5.6855617,-1
60.922832,-138.6422,1692
-83.36611,53.634663,1693
17.759727,80.56687,1694
150.64493,90.65125,-1
12.555806,88.85364,-1
-28.859493,-64.37727,-1
9.819308,-46.43293,-1
-38.618477,-110.14082,-1
-86.987465,-61.309715,736
14.523102,-196.96938,1285
14.822999,-198.51427,17
13.371676,-195.47221,1285
-26.954903,-128.50851,20
-27.994555,-128.80573,-1
95.56243,-14.657443,23
108.57792,-78.53261,-1
5.3583426,-42.13261,1287
-52.282063,-133.9927,1695
-42.14833,-149.23816,25
67.8547,-53.773582,998
-117.69729,-31.780481,684
-28.756563,-74.98813,-1
110.84904,-71.66211,-1
-3.4224608,-93.49814,-1
-109.93906,-61.360382,1696
110.54759,34.054058,-1
-7.548847,-101.248665,1449
64.73535,-15.934105,1697
123.526146,-35.333153,-1
123.53308,-35.327557,-1
-79.29342,-114.85916,33
93.128,-2.4084995,-1
-185.01584,47.814503,1698
-34.26495,-62.504883,2426
134.8338,4.101043,192
154.39557,-20.007954,1699
114.40739,29.883518,1700
4.060301,-39.809597,3953
-31.095861,35.770863,-1
-48.300827,-97.137695,-1
-92.20638,-94.254585,-1
-73.33267,-132.74936,-1
-155.1216,55.58171,-1
121.24533,41.053024,-1
120.60316,40.606926,744
-32.121475,-46.463604,-1
-79.50318,-112.0295,-1
63.915314,74.444275,-1
-59.58205,5.699487,-1
31.41207,132.86093,1701
99.90039,34.418446,-1
151.20653,-45.605095,39
-154.4294,56.837204,1702
-77.84008,-1.7921633,347
34.659073,-19.44521,-1
-7.6612697,188.93369,445
-22.74769,-152.62201,1703
-17.872194,-157.15111,-1
-20.769903,107.96617,43
27.201744,45.002953,1295
-56.096096,-116.85749,1704
-56.688118,-119.4356,1705
-90.746826,-107.6579,1706
-31.595192,60.081627,3139
30.827425,97.82603,663
0.547301,-24.298845,739
80.81069,22.44956,3393
39.967625,36.514263,-1
134.8985,-13.5406,1707
-31.00165,-49.567787,-1
-59.431755,-17.296982,1708
-79.618965,-94.57735,-1
-32.902737,-50.028572,1057
-69.53951,-120.199554,-1
134.48671,-94.858765,1994
0.05592037,-172.19034,-1
-5.8911023,-75.26056,1709
103.59467,116.32068,-1
82.22472,22.453205,-1
-30.68144,-137.41316,447
-30.56997,-137.18114,447
7.092555,-46.969517,-1
-39.111103,-41.91545,-1
-17.747211,-61.10324,463
51.10883,-15.772935,1710
25.82033,-69.21636,404
175.86327,23.579008,-1
-103.49485,45.038685,1711
24.30322,140.57922,1298
23.724955,140.7035,1298
-40.302345,-121.9661,-1
-48.063416,-144.16249,748
-56.026646,56.62127,1066
21.442482,52.2391,762
-72.13531,-120.814644,-1
54.86217,101.07807,1712
54.951687,101.41306,1712
70.99795,22.705994,1713
71.048485,22.72764,1713
38.721737,-20.53561,1714
-55.565132,-77.0473,1715
-133.51299,6.7646985,-1
75.493614,102.2319,0
-50.06465,155.99823,1149
-60.709354,-48.139378,1716
-48.911533,-56.72132,-1
129.47458,21.420952,458
20.333447,122.20212,-1
-118.289375,-41.63247,-1
125.71289,11.897286,-1
-164.08163,23.278826,-1
-111.07896,65.32909,1717
-36.7654,71.823074,-1
-43.478447,-111.51742,1718
-0.85031813,8.407812,62
56.24687,20.637121,-1
-51.53645,156.83586,-1
-115.62174,-63.222374,-1
38.8423,32.50124,-1
-4.7355294,-176.52165,1245
152.4736,-54.77883,-1
11.444926,-59.703068,1719
-43.75394,64.298355,850
-62.754414,36.873043,-1
-82.78411,-47.448032,1720
-46.368652,-58.946644,-1
7.550361,53.109356,1721
21.23062,-143.68457,-1
-43.61296,66.48878,-1
4.1792517,35.452282,19
15.581538,176.12819,-1
-85.39174,-106.514046,1722
95.5779,-14.657745,23
-43.173237,85.22855,1723
0.25286052,-87.738556,768
-39.558887,-72.22362,-1
-97.79698,-61.52265,1724
-98.85341,-61.042297,1724
-29.251284,-86.112015,1725
97.83282,-69.26603,1726
3.6080499,-35.486324,-1
49.576878,-74.77971,-1
61.615868,-6.041475,-1
-110.27752,-31.092255,561
-141.34792,-34.561638,1727
-24.980478,170.51627,76
-5.0017796,-84.41613,-1
-69.63448,53.144836,1582
-69.72735,52.97181,1582
-69.701904,52.919323,1582
-95.241516,-73.88362,552
-32.313038,52.74087,-1
-51.87751,138.96777,-1
-39.573547,-8.32247,1728
-155.58429,18.233889,-1
-159.42682,12.928589,631
-159.74786,41.759075,-1
-106.24332,120.273796,-1
66.019264,-94.7086,36
-125.764114,108.369965,662
18.635307,121.296104,80
82.41675,-15.891467,1729
-3.6319184,1.0186788,-1
129.93948,47.63692,-1
-31.54238,-29.91929,-1
12.838099,-60.742428,-1
56.68795,-136.82011,412
-13.381528,85.68752,-1
-116.74612,96.04829,-1
4.481127,-86.78326,1730
50.75932,-54.637764,-1
144.67966,84.15081,-1
41.027283,-17.848263,1731
-72.26351,-95.446495,1732
-88.32517,-7.8893237,1733
54.565273,-45.69161,-1
141.04152,20.221935,32
140.9632,20.216688,32
90.451256,53.157402,-1
-40.69931,-109.687454,1734
-10.256163,-151.26991,2746
80.364426,-89.949715,-1
16.572977,64.79692,-1
-131.59676,-74.470406,-1
68.782425,-70.459076,1735
-66.10224,-12.903368,-1
18.228603,20.683752,792
165.88481,-35.465992,-1
51.19675,-73.66947,1736
0.21366428,85.17164,-1
177.90956,23.888803,1737
11.507908,69.07735,1738
-20.90161,105.10843,-1
92.9609,-47.957676,1739
-52.429234,36.443256,-1
-110.3827,-59.46071,795
44.349834,-107.76076,-1
16.487268,-48.507473,3727
93.85405,11.507132,-1
-32.648335,-58.886475,-1
5.106703,-47.40669,-1
-169.44566,-35.976845,528
-170.59872,-35.771744,528
-169.15044,-35.994934,528
-10.710989,-102.03848,-1
-1.5925074,-71.56345,-1
129.29808,66.99053,1740
43.91672,-130.56078,-1
-82.42759,-110.91964,-1
137.53035,-7.5660195,-1
-71.51747,-15.620216,1557
-184.5844,48.990948,802
-112.5531,22.109219,803
-106.97353,4.2399244,1741
9.485824,-18.567032,3325
134.7135,-1.7049063,-1
9.864505,-16.94346,-1
-70.64659,56.366364,3243
-61.328075,-73.844406,-1
48.528526,-5.536209,1742
30.458302,118.03998,-1
0.07999073,-11.0204315,1331
43.24758,69.455635,807
-59.07382,12.842644,-1
-144.48361,85.63746,-1
-147.54411,33.87718,3202
49.058918,66.00475,4002
-106.90266,-128.08026,1743
42.09873,7.406461,1151
113.48176,15.61298,1744
-70.04965,-81.59668,2059
-89.14526,116.3853,1745
12.460951,-113.96443,-1
-180.58142,-15.2194,1334
84.11181,54.51798,1746
84.15239,54.474674,1746
-171.15285,25.732233,814
66.619865,116.83532,816
67.31765,51.17231,-1
-48.866226,25.269098,1336
-19.716476,143.43633,105
-92.77188,142.51215,1
-92.80446,142.84065,1
-90.79176,-79.8344,1747
-137.36853,42.279144,1748
52.696236,60.740387,-1
71.03638,94.25793,1644
72.899445,94.31524,1644
72.55329,94.234375,1644
-173.81322,-37.308983,1340
-173.71487,-37.279472,1340
52.660248,-27.92021,109
-128.47661,32.082394,1749
39.816296,20.744265,-1
-101.81077,65.903046,1750
57.534428,-144.77641,111
57.258705,-144.25557,111
57.83231,-143.88905,111
56.034542,-143.96953,111
55.905663,-144.34117,111
56.926952,-144.66953,111
71.12481,84.18433,112
182.51994,23.20095,1751
46.91641,-57.9398,820
44.073048,-57.91172,504
-117.13571,-33.060184,684
-30.33927,65.355804,1966
130.65897,45.255325,114
130.72269,45.506763,114
88.581924,141.94739,-1
-35.01791,-111.90534,-1
136.53815,-74.311195,1343
74.54685,42.973476,-1
34.925987,-93.53451,-1
-105.53051,19.318636,823
-103.866646,-56.925133,3943
-0.39077938,-26.07127,-1
-98.3995,-59.25735,-1
-79.1092,-107.47127,-1
14.149417,-7.7780385,-1
16.016687,-67.913765,-1
15.8712225,-49.52413,1752
-72.2595,145.68047,1753
-55.56358,57.684067,-1
178.06915,10.810006,-1
0.0024981992,-94.66443,-1
6.723494,40.79173,1754
-43.719757,37.427464,1346
9.49224,42.28586,828
152.1158,82.264046,1755
-51.993595,113.98117,1756
146.58301,-76.72612,-1
-96.65448,131.50233,-1
14.312107,-77.55899,1757
75.5367,26.838734,1758
75.530914,26.828337,1758
-61.558777,63.16572,1759
-115.448395,56.013134,-1
-82.87684,-78.86926,123
46.459488,-45.459064,7
89.14433,-88.49066,-1
-64.30831,-55.52975,-1
32.96051,64.23001,1760
12.279344,111.1985,1761
-126.81474,80.80091,132
-31.627357,55.224937,1602
14.303476,53.4879,3612
150.13252,-82.67313,832
-143.05928,54.720985,-1
-43.076283,29.256805,1603
91.40115,47.314457,134
-23.041685,-45.77077,-1
45.393436,-113.14827,136
45.90014,-113.591194,136
-129.95512,-26.17407,-1
39.158653,-140.78539,1762
-43.247665,-58.209614,1763
168.10019,29.051264,1764
168.4545,29.182652,1764
-51.950294,-38.264957,-1
-47.58136,145.94803,1765
-109.61329,-111.097565,1766
148.30019,58.803997,1767
67.53206,-120.38725,1768
0.013433318,83.37182,-1
-20.6522,-133.62517,844
82.592865,10.781469,-1
88.090126,-44.35075,1363
89.10275,-51.2729,140
-130.22403,80.481995,139
46.44285,-39.84469,1769
48.37179,26.726372,-1
-65.22891,44.565296,-1
-6.753426,23.461813,-1
-8.152678,16.321407,1770
-22.16998,19.936953,-1
-8.368602,189.80827,445
31.297424,-132.64766,144
156.35051,-17.637056,-1
1.8719732,46.956837,1135
-33.476467,-7.7077594,1604
-173.16672,-3.3943114,848
-26.329441,-92.365074,1370
-107.387276,-17.483267,878
-107.35977,-17.46909,878
28.478052,9.906442,1771
-16.148546,-81.72518,1372
-87.627686,-6.0568705,1772
144.47307,63.073547,-1
23.224407,42.41527,361
110.46515,117.311226,1374
109.81805,117.23189,1374
-55.41078,-14.003907,-1
-64.968834,-85.68877,-1
-11.892276,47.61098,1773
-14.030036,41.625023,1774
76.49227,-25.48421,797
83.716606,61.185093,1775
-73.41595,110.722244,1776
24.610052,-82.841545,1777
24.54445,-82.90668,1777
84.72079,119.28641,856
22.17339,89.56072,1778
-112.84174,-54.918495,2581
-25.697126,14.790827,858
-40.694885,-58.31457,154
10.512483,83.09102,-1
79.668724,3.0080476,863
91.95167,-76.37151,1082
-5.0212755,-153.97488,1779
-158.17322,17.925726,-1
90.447914,-50.22862,-1
16.089785,139.19789,-1
-48.695797,-18.549656,-1
-91.43139,-52.962585,1609
49.455696,-134.56439,3889
80.79814,-142.35803,1172
59.998234,80.917244,-1
98.47374,39.94161,158
26.18613,131.47029,-1
-59.226475,-86.85311,1780
-57.217323,-70.577126,-1
-62.012554,-44.27632,-1
-31.699741,45.628033,-1
38.420563,-134.09584,1384
61.179543,-53.538887,162
9.280287,-127.1507,493
-0.9718836,127.454,869
-11.14213,-53.34935,2073
64.249565,-53.597454,-1
-7.9666905,-85.66662,-1
93.747635,9.763377,-1
54.35028,133.25851,1781
32.917603,-107.25211,-1
-61.06229,117.89006,1782
-61.175694,118.16918,1782
139.397,-78.25408,-1
-89.81167,-30.881323,-1
110.31407,73.94536,66
-19.52817,-118.46714,-1
91.58819,-76.51807,1082
5.0547175,-12.29476,1957
69.48956,-53.55002,1184
-9.654993,-17.909208,1783
103.88424,-105.44153,167
103.32295,-105.188095,-1
67.40984,-80.32491,876
-56.25356,-59.365604,1784
-51.84891,-125.39924,229
-71.790695,-80.2186,879
-54.710415,-142.68813,168
32.792046,-58.303715,169
-69.71515,-63.32902,1641
-30.658775,69.47416,1785
-23.367306,-84.051926,1786
127.64516,60.216694,1177
129.78996,84.167755,1393
-11.082768,128.57906,1787
-150.32265,26.004892,2781
34.318565,-21.495886,2378
35.745426,-41.711823,1788
91.31654,-51.421303,1397
-156.37407,-59.085217,892
-156.57123,-60.75583,892
38.514828,-26.450161,1398
-77.34997,61.282402,-1
-5.216059,-48.937386,178
9.296664,1.1255304,-1
-54.207497,-34.030354,-1
-45.17465,3.8331387,1403
39.326275,-151.3909,179
82.47577,47.604256,1789
82.8237,48.465244,-1
-115.25018,10.533986,180
-20.054466,-54.78982,182
-35.877216,-107.88306,735
49.05216,-98.622444,-1
13.976214,101.980804,1790
-166.10588,-35.81272,-1
-116.936615,89.430466,185
-116.93602,89.42914,185
-116.898026,89.33598,185
-98.833984,29.908838,186
-44.18406,-50.470654,1791
-44.191017,-50.469273,1791
53.241535,-11.576859,188
17.581213,-73.22328,-1
18.003298,-73.32861,-1
-59.457184,152.21616,-1
46.72179,5.536438,-1
80.99041,43.065697,1792
-19.534271,-39.10267,904
73.75598,132.38657,906
-110.23734,-34.740257,-1
-2.2648141,35.266487,-1
113.08281,-26.255713,194
16.676716,180.18416,-1
-103.47675,-66.84039,907
-87.62137,-107.50414,-1
106.50812,28.480566,-1
-56.855503,-16.787546,110
32.438892,18.356989,908
-52.65906,-104.93509,-1
-16.544794,55.287014,1793
-17.81826,53.99039,1794
68.05725,35.641502,-1
-30.096853,98.398766,911
-30.165936,98.52697,911
-6.4321723,-160.77528,-1
-51.83148,122.48998,-1
65.76045,56.002216,-1
66.30873,55.563774,-1
106.30168,44.997597,204
60.244072,28.347738,1795
2.705896,-28.562754,208
3.2446823,-29.073004,208
16.605043,173.95862,915
-26.454601,-80.83926,-1
80.51454,-76.24297,-1
83.57519,-82.32832,212
129.26811,-1.5940803,-1
124.98616,-19.911493,384
88.4246,-67.70011,213
-61.06855,35.348473,1412
-37.964558,-15.907331,-1
41.895123,85.620926,215
43.822334,84.06926,917
-41.823082,89.128006,-1
-3.7205007,-81.12652,-1
-59.324657,8.112718,1796
-10.316915,-70.07984,161
-44.40996,141.96361,1615
-104.49293,82.53338,1797
-103.29547,16.933182,1798
154.50421,80.34772,1799
-78.833855,-139.77052,1800
43.292385,-92.45689,-1
-48.60123,-78.614235,1801
-70.72025,-105.19677,1802
-69.28793,27.01322,923
51.09363,-93.01671,1803
-3.2289011,75.50802,-1
-1.3205342,73.805984,-1
-60.546524,-58.83946,1804
-18.466444,-8.38412,3868
-18.11741,-7.552058,222
-53.65653,125.297585,-1
-13.571766,43.52432,1805
45.686256,59.517296,-1
-118.10919,-3.6679263,-1
-116.54757,-2.4711423,928
-7.3358,-0.19482279,929
-17.077156,-92.99063,1806
3.047941,2.8106112,1420
-23.05904,-95.09478,1807
-53.93609,104.431786,1808
-85.087204,137.42203,-1
-87.298416,111.712975,1809
-73.08587,18.636366,-1
-20.161934,153.02504,-1
126.68206,-42.35152,103
-79.36429,-65.72855,1810
-79.29433,-65.72242,1810
45.753464,-42.159878,-1
18.667538,100.650665,-1
-75.77423,-94.071785,-1
-13.164426,-95.38481,1811
-7.050045,-54.580673,1812
33.19488,-30.214434,-1
-137.5823,14.518527,-1
-12.222245,-153.42467,-1
124.72795,72.536964,1813
-161.22101,-28.365393,1814
105.253494,26.350662,-1
-51.682697,49.887554,1815
112.73017,69.57581,-1
82.98618,-52.205532,1816
128.72534,-85.11777,1817
62.678135,2.68871,-1
-71.51952,70.00487,1818
-66.16933,-64.29996,-1
-49.755585,2.7192466,1426
-121.09278,94.36676,240
7.2102365,11.179135,1819
59.53387,21.183907,940
58.898197,22.294853,-1
-43.23999,-69.9828,1820
101.42755,-126.39254,1821
1.7135105,76.119865,1429
123.92568,73.237755,244
-4.340006,-78.843025,1822
-4.9034257,-78.74814,1822
7.823227,136.51576,-1
111.42481,-72.26772,-1
38.96146,28.904924,-1
-93.15761,15.384768,941
-93.06119,15.484119,941
4.604447,-54.697815,245
5.0992155,-54.182076,245
73.15571,19.036774,1260
-140.79355,-59.62879,247
-111.46625,66.64869,1435
56.465015,-151.84772,249
57.022045,-152.00943,249
11.115971,114.7291,945
-106.60611,-5.7916346,256
-118.90486,-100.70755,-1
92.02019,43.416794,-1
159.9151,24.598993,1823
-80.81094,64.45776,-1
-112.70137,83.38938,1824
-44.547215,-41.572746,290
-68.00176,-128.79297,-1
-166.14368,70.0856,258
180.53972,19.409496,1825
39.519165,-6.83902,1826
105.23887,-86.544136,-1
134.76224,84.318474,-1
-7.344349,-17.292091,859
-43.34591,-31.050528,1827
43.36579,160.71451,3719
83.10747,116.32673,1828
-26.082651,62.318153,1829
106.45806,-126.5545,1249
101.07827,-130.16919,3505
110.96669,31.223541,262
-179.70515,49.032074,1830
-140.14905,87.32458,264
-0.8271823,0.6257371,1831
21.72313,138.0698,1832
-105.45808,-85.749,-1
-130.93929,-72.37916,1447
45.362473,34.705563,956
45.317524,34.633575,956
-49.562527,77.346855,957
1.8868285,-127.94804,1448
166.27641,32.804825,-1
-51.404064,-10.013164,1833
-135.18015,78.2706,1834
25.221342,73.92155,899
8.859657,27.239662,1624
105.70565,20.909954,1451
-3.6890242,82.72124,1835
164.76385,-25.487333,1836
-9.481585,158.10028,277
-9.52294,158.10365,277
80.261604,130.4542,278
-105.051605,95.12419,1837
112.539375,-59.37299,3184
-2.4963784,-96.49564,-1
-91.38623,-28.044903,-1
54.774223,-37.8873,1838
-69.74265,-12.287094,-1
64.5941,-16.702154,1697
-80.44079,-115.46173,33
153.86514,-1.7570049,286
-1.6653124,-35.99924,-1
31.043736,50.60738,3576
27.41473,50.278877,1839
-70.076126,-118.583496,-1
94.64851,1.12571,1840
-72.228035,-48.60388,1841
7.5540786,-83.477196,-1
106.878876,110.21514,-1
86.6985,39.908337,-1
-14.794564,129.73277,1842
76.65395,58.58435,1459
177.6865,19.69793,1460
-158.17833,-34.22768,-1
73.17002,-123.62159,-1
-26.213581,69.3783,-1
19.821688,38.836033,-1
-178.19812,-26.528643,1843
-177.82385,-26.878487,1843
113.32252,-17.240116,-1
26.3957,37.802208,1844
111.57238,-24.950893,1845
21.395372,83.85406,298
-111.78371,28.805676,-1
75.62748,23.686333,-1
-80.50952,77.08466,299
-80.571014,75.14931,1846
5.2316766,13.827633,1847
48.818012,-78.695404,974
50.311817,110.49196,1848
119.596985,-36.37667,1849
-139.30556,91.29814,1850
-162.46695,90.40605,302
-60.361557,-25.589777,1467
-145.37312,33.900917,1851
90.79806,-41.12329,630
-156.6244,87.38126,306
39.168884,21.455467,1852
-148.65598,35.913372,1853
91.83881,56.44559,-1
-58.313847,-81.668846,1854
-70.6913,114.72965,-1
111.7025,21.903873,981
-67.44235,117.90297,310
3.1781626,101.055275,311
72.69109,125.90674,1855
109.83478,36.222485,-1
9.495492,-109.97018,-1
-77.74139,-71.62076,1856
-103.9489,124.44176,1218
-106.85635,123.84248,-1
-73.68111,37.35961,986
98.42636,4.9758744,-1
67.834694,-77.02861,1857
-184.52696,26.410883,315
46.581814,-128.93294,-1
-169.32007,38.064926,1858
-169.54355,39.430977,319
23.24751,145.10448,1859
115.08317,-25.362055,-1
20.743534,-25.800596,1479
16.200514,87.80662,-1
-150.39658,50.951496,1860
-150.61743,50.666264,1860
-17.386452,122.49657,1861
-159.57726,46.921917,327
66.97737,73.72057,1862
-182.11511,-19.274487,1863
92.58779,118.40471,-1
41.75587,120.33616,-1
34.192844,77.64466,1864
86.81493,114.59799,330
86.235695,112.69871,996
26.023531,-92.48729,1865
39.16575,79.698944,-1
107.591805,-58.831535,335
95.35128,-22.56355,-1
58.463142,20.963675,-1
-101.16152,49.424107,1866
-108.7964,96.00569,-1
-74.623184,86.42298,-1
-129.18466,106.23897,-1
-138.52522,16.049906,1867
-147.59903,78.48465,642
99.90023,34.4184,-1
32.05746,110.32383,1484
82.769554,-32.160866,-1
33.054012,-19.78868,1223
-170.99933,-40.107964,584
110.23617,-34.588676,1868
140.63817,73.11698,348
-0.47884855,1.8092505,-1
-40.212353,-71.103096,350
46.002914,104.56914,3784
-96.39898,22.875933,1006
38.026237,31.881296,-1
-23.357716,-41.503765,1869
32.705044,87.5446,-1
-52.54292,123.91351,1010
-52.35556,123.849304,1010
87.21728,-107.00093,2629
-111.6199,-78.40256,-1
69.546135,-102.87922,358
69.15351,-102.441864,358
69.56266,-102.827866,358
-67.12636,88.78961,1870
66.88749,88.51551,-1
55.473804,89.31144,1871
71.19016,-47.965744,1872
-28.253082,65.77632,1873
109.47672,-30.676252,-1
68.94071,17.57426,-1
29.763247,-9.84858,1874
145.09749,-0.9632866,1875
-1.14824,106.753815,1015
13.040712,-124.74751,-1
-159.59712,42.85965,1876
-153.13313,31.053736,-1
91.20831,115.22024,-1
-17.516214,34.56007,1017
126.76797,12.870004,364
36.82558,-76.816696,-1
-8.69632,55.186012,1877
138.93721,34.05439,1019
120.31251,54.042,-1
19.811853,-62.701115,1878
153.51881,88.356544,367
75.73665,-11.603028,1020
-166.36464,55.33859,1498
-167.38673,16.652056,603
91.091545,124.61615,-1
-71.57565,-125.78889,-1
30.791965,129.71808,3398
109.90375,70.73467,3963
26.076593,123.58802,1229
-95.94101,134.37111,375
-19.697466,108.67871,376
-20.759064,108.37793,43
72.33448,30.368582,1879
129.14447,78.00863,1501
-27.52981,-26.808207,-1
82.84869,-26.068485,1880
-103.73264,74.038345,-1
-86.39151,61.661713,1881
-38.9283,89.56371,-1
28.612484,-7.1199365,-1
-3.143978,-125.5543,790
-54.36382,21.598112,387
109.6551,-13.834467,-1
103.05577,117.54848,1882
2.5872998,-41.761604,-1
-44.47829,-74.206795,1883
-3.8870587,-67.113556,1884
-3.933573,-67.12149,1884
-37.814167,31.135733,1885
-120.135315,35.66776,389
16.845753,-110.2602,1886
127.56024,63.020084,57
116.356186,-103.53559,-1
12.669531,-30.818602,203
78.76205,105.07175,-1
106.41182,125.8872,1887
21.5983,-47.178345,-1
20.013697,-47.12562,1888
-18.906023,141.22307,1889
-18.739561,141.51274,1889
17.405752,-12.391121,1890
161.4992,-22.897879,392
137.35846,-64.77482,1034
-43.39163,-108.40617,1891
